hERG_IC50,hERG_h,hERG_Bmax
8.166,1.584,82.73
9.523,1.629,84.73
11.96,1.28,97.73
13.22,1.296,99
13,1.32,95.31
11.56,1.313,94.53
11.01,1.45,90.59
13.58,1.324,97.54
14.21,1.254,99
9.743,1.59,81.73
13,1.452,99
10.62,1.496,92.76
9.587,1.55,86.58
12.02,1.314,96.1
12.41,1.275,99
11.29,1.474,93.05
13.57,1.396,99
11.64,1.381,92.75
11.16,1.359,94.3
13.98,1.229,99
13.47,1.315,99
14.5,1.274,99
14.7,1.245,99
11.75,1.397,99
10.35,1.482,89.66
12.57,1.35,99
12.79,1.395,93.93
12.22,1.269,97.79
7.935,1.786,81.17
13.38,1.303,94.98
10.51,1.302,92.22
11.5,1.393,90.95
7.738,1.98,80.44
11.21,1.436,94.11
12.89,1.211,99
9.814,1.562,86.72
11.36,1.378,94.05
14.35,1.287,99
13.16,1.309,99
12.26,1.382,93.35
12.73,1.241,97.76
12.88,1.394,97.17
12.76,1.245,96.14
14.81,1.241,99
13.75,1.286,99
10.6,1.503,89.65
13.4,1.347,99
11.83,1.527,94.45
9.527,1.705,85.87
12.07,1.468,99
8.158,1.98,81.5
11.67,1.323,94.9
12.02,1.328,99
11.72,1.249,92.37
10.8,1.454,91.96
9.848,1.656,83.56
8.998,1.735,81.99
12.94,1.529,99
8.92,1.702,85.44
12.28,1.253,93.1
12.32,1.372,94.4
13.58,1.304,97.17
14.61,1.297,99
13.17,1.316,99
8.749,1.766,85.04
12.22,1.342,99
12.59,1.324,96.57
9.023,1.585,84.59
12.58,1.437,99
12.21,1.342,99
13.73,1.345,99
11.38,1.52,87.92
9.994,1.519,88.62
10.93,1.411,87.8
12.42,1.348,99
10.29,1.568,88.83
12.54,1.409,99
12.12,1.332,99
13.67,1.227,99
10.24,1.475,89.47
13.92,1.256,98.96
10.43,1.436,86.72
7.752,1.98,77.42
11.12,1.41,91.52
9.633,1.547,87.07
10.88,1.347,91.82
10.31,1.49,91.22
12.51,1.355,99
9.572,1.546,85.08
11.17,1.301,93.62
8.221,1.915,81.43
12.11,1.434,97.41
12.79,1.295,99
11.3,1.589,91.6
8.497,1.766,84.04
13.87,1.205,99
13.18,1.311,99
8.564,1.695,80.28
13.06,1.249,96
13.39,1.306,98.21
13.76,1.296,99
13.89,1.22,99
11.22,1.477,89.26
12.73,1.349,98.14
9.317,1.567,89.62
12.29,1.462,99
9.574,1.428,89.74
10.89,1.399,92.36
10.26,1.61,86.3
12.62,1.317,99
12.08,1.294,99
9.692,1.528,85.43
12.97,1.371,99
13.3,1.254,97.36
7.644,1.938,79.31
14.37,1.227,99
13.41,1.258,99
12.65,1.294,99
9.499,1.587,88.94
12.48,1.227,99
12.97,1.372,99
10.54,1.479,92.3
12.45,1.404,99
13.31,1.385,99
9.758,1.486,87.42
14.04,1.245,99
13.47,1.314,99
11.34,1.381,92.15
8.605,1.592,84.55
11.63,1.21,99
10,1.526,88.02
8.729,1.657,85.83
12.16,1.318,97.94
11.12,1.347,96.95
11.7,1.347,99
9.832,1.401,89.05
8.942,1.637,85.27
13.92,1.261,99
13.67,1.315,99
13.34,1.371,99
14.37,1.163,99
12.66,1.323,99
9.494,1.588,84.32
14.32,1.184,99
9.232,1.599,90.63
13.62,1.307,99
8.085,1.746,79.51
13.82,1.291,99
13.33,1.327,99
10.18,1.562,87.9
10.5,1.498,87.83
8.238,1.66,83.36
12.49,1.311,96.31
11.7,1.316,94.41
12.35,1.426,93.58
10.61,1.51,89.79
12.97,1.334,99
12.02,1.321,96.15
8.847,1.555,84.16
9.447,1.603,86.48
10.02,1.588,88.39
15.52,1.261,99
10.21,1.413,88.18
12.86,1.238,98.95
13.69,1.239,99
12.08,1.331,94.87
14.39,1.349,99
10.57,1.454,91.89
12.5,1.233,96.61
9.16,1.441,83.37
7.508,1.98,77.51
11.56,1.378,92.91
14.09,1.281,99
9.753,1.421,88.31
10.18,1.465,90.35
12.2,1.325,99
14.03,1.313,99
9.671,1.528,85.39
9.35,1.424,86.97
9.202,1.583,83.86
12.56,1.243,99
13.76,1.272,99
9.456,1.407,85.52
12.46,1.213,99
9.388,1.66,89.01
13.55,1.226,99
8.57,1.711,81.53
9.484,1.674,85.04
12.4,1.403,99
10.29,1.481,88.94
13.23,1.302,99
13.94,1.311,99
13.68,1.335,99
13.33,1.316,98.61
10.87,1.438,90.56
11.09,1.333,90.01
8.599,1.72,84.26
7.717,1.881,78.05
11.34,1.387,97.27
15.04,1.229,99
10.4,1.354,88.21
12.94,1.237,99
9.33,1.667,89.33
13.97,1.455,99
13.76,1.198,99
10.77,1.449,93.09
12.68,1.4,93.87
13.93,1.243,99
10.49,1.557,88.64
12.69,1.285,98.97
13.1,1.22,99
12.72,1.222,99
11.8,1.267,94.37
11.3,1.415,94.6
8.811,1.71,85.67
9.405,1.611,89.02
11.29,1.462,90.99
9.756,1.451,87.83
9.347,1.577,84.28
10.77,1.356,89.8
13.24,1.256,97.34
9.309,1.56,82.6
12.53,1.288,99
13.85,1.16,99
12.85,1.407,98.4
13.77,1.197,99
12.11,1.267,97.86
12.52,1.339,99
12.98,1.297,98.99
9.544,1.511,85.29
10,1.423,88.59
15.38,1.208,99
9.943,1.453,87.98
8.537,1.743,84.65
9.906,1.515,90.27
11.36,1.334,91.13
13.59,1.335,99
8.841,1.633,82.57
8.111,1.849,81.82
11.44,1.378,95.88
7.752,1.975,76.59
12.44,1.288,92.86
11.97,1.315,93.61
11.09,1.388,92.35
10.82,1.449,91.39
10.87,1.368,90.33
9.767,1.488,90.31
8.857,1.462,84.01
11.9,1.291,93.86
10.34,1.511,91.98
9.463,1.611,84.53
11.97,1.328,99
11.22,1.418,94.86
13.73,1.352,99
13.27,1.284,99
13.22,1.253,99
14.75,1.307,99
11.87,1.359,96.04
10.1,1.51,88.47
11.11,1.433,91.21
12.47,1.378,95.24
10.04,1.421,89.28
12.74,1.278,97.79
8.581,1.695,83.16
11.12,1.354,91.74
12.69,1.275,97.81
14.67,1.215,99
11.98,1.476,94.54
12.19,1.396,98.97
12.18,1.258,99
13.56,1.38,99
11.04,1.616,93.5
10.94,1.341,94.44
10.83,1.37,96.68
13.68,1.335,99
14.35,1.396,99
11.09,1.395,95.88
10.3,1.303,90.48
12.89,1.317,99
13.97,1.298,99
10.88,1.406,91.94
8.339,1.74,81.14
8.799,1.7,84.06
8.928,1.684,82.34
8.691,1.805,80.91
8.833,1.507,84.21
13.3,1.371,99
9.84,1.586,86.78
13.2,1.348,99
10.33,1.553,86.95
12.94,1.252,99
10.82,1.477,90.25
11.37,1.524,96.34
12.4,1.261,96.63
