ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
777100000,1.61,27090,1.187,5808,1.9
1.552e+09,0.6163,18570,1.811,7179,1.413
28760000,0.7945,21120,1.514,6970,1.684
154200,1.733,22710,1.307,6107,1.526
142800000,1.48,19910,1.59,6038,1.484
51270000,1.541,21970,1.443,5961,1.361
50750000,1.721,23940,1.303,6598,1.983
122500,1.609,22540,1.345,6534,1.984
9888000,1.447,23750,1.285,6150,1.955
2343000,0.9808,20240,1.576,6333,1.93
2762000,1.798,19520,1.538,6793,1.95
8.368e+09,1.886,19220,1.589,7381,1.49
1.235e+09,1.515,25990,1.176,6750,1.732
6.82e+09,1.966,23920,1.353,6383,1.981
5.045e+09,0.8884,18170,1.75,6341,1.821
11300000,1.124,21880,1.424,6923,1.873
1.627e+09,1.407,18460,1.665,5374,1.873
281100000,1.184,19780,1.665,7038,1.979
4.892e+09,0.5624,21510,1.333,7342,1.921
9.955e+09,0.7419,18860,1.676,8477,1.611
2.984e+09,0.816,23440,1.31,7178,1.348
3205000,1.46,27740,1.204,6132,1.707
4420000,1.013,21850,1.444,7047,1.964
1.25e+09,1.002,18370,1.852,6916,1.703
255900000,1.031,22980,1.274,4634,1.607
2933000,1.463,20050,1.623,6557,1.655
17350000,1.34,30400,1.105,7351,1.803
6.986e+09,1.558,21620,1.536,7164,1.588
34740000,1.489,17460,1.803,7115,1.438
3.4e+08,1.352,19340,1.603,7049,1.791
9.251e+09,1.557,24390,1.198,6492,1.96
175700000,1.727,24290,1.226,5860,1.778
190400000,1.784,24400,1.15,6661,1.912
575200000,1.702,16610,1.879,4929,1.762
2038000,1.264,18170,1.727,6982,1.78
586100,1.703,18100,1.803,6625,1.753
196100000,1.256,20150,1.51,7022,1.756
155500000,0.6933,18480,1.573,5978,1.627
125600000,0.7486,24250,1.266,5397,1.417
372500000,0.9083,24340,1.225,5986,1.725
2.377e+09,1.709,19850,1.549,6354,1.712
50250000,1.501,24750,1.338,9594,1.742
558300000,0.7874,17330,1.801,6755,1.86
23870000,1.318,23410,1.226,5636,1.903
39590000,1.546,22380,1.315,5967,1.929
15380000,1.087,23260,1.216,6755,1.963
4.884e+09,1.393,17190,1.874,6971,1.963
8234000,1.378,24920,1.103,7110,1.761
9577000,1.823,22210,1.418,7442,1.856
2800000,1.856,19400,1.576,6622,1.896
37850000,1.963,19120,1.644,6037,1.734
9.153e+09,1.612,19170,1.602,5658,1.949
106300000,1.514,20930,1.558,7669,1.797
10830000,1.849,24300,1.271,4138,1.492
830900000,0.6024,28580,1.105,5004,1.588
17640000,1.116,26480,1.116,6980,1.696
5.938e+09,0.7356,19180,1.696,7944,1.896
78870000,0.6673,18100,1.907,7325,1.748
77870000,0.729,25070,1.218,8027,1.684
1148000,1.33,17930,1.531,5982,1.797
293000,1.346,22360,1.389,7202,1.76
10350000,1.64,15980,1.975,6035,1.927
74300000,1.906,23400,1.262,7434,1.838
22580000,1.653,20420,1.502,6532,1.816
651100,1.418,19300,1.726,6278,1.731
483300000,0.5723,18110,1.95,6585,1.957
