ICaL_IC50,ICaL_h,INa_IC50,INa_h,INaL_IC50,INaL_h
5203,1.926,14420,1.052,3421,0.7577
4755,1.583,13980,1.263,2982,0.8182
5283,1.913,12730,1.158,3687,0.9942
5289,1.667,12330,1.188,3376,0.9278
5168,1.598,13170,1.11,2405,0.8829
5649,1.561,14590,0.8816,2118,1.07
4304,1.422,13120,1.129,4779,0.9253
4609,1.726,14610,1,3364,0.6941
4488,1.645,14030,1.008,3294,0.6856
4759,1.391,15610,0.8769,2785,0.7671
4558,1.639,14980,1.047,2758,0.7103
5344,1.785,14400,1.093,2839,0.5914
5046,1.841,13420,1.048,2955,0.668
5126,1.657,14310,1.032,4173,0.5928
5452,1.62,13050,1.207,4105,0.8855
5531,1.725,14280,1.079,4249,0.8075
5004,1.48,14050,1.165,3155,0.7439
4604,1.284,13620,0.979,4111,0.7342
4995,1.44,13180,1.132,2598,0.668
5194,1.654,12390,1.12,3463,0.6004
4678,1.62,11960,1.069,3424,0.7021
5279,1.793,12100,1.2,3494,0.7406
5172,1.651,14140,1.094,3380,0.9762
5634,1.453,15070,1.005,6164,0.5621
4671,1.507,14170,0.9572,4569,0.549
5903,1.998,14050,1.081,4058,0.86
5717,1.963,12390,1.166,5008,0.9228
4578,1.486,13150,1.134,3245,0.9763
4796,1.658,15910,1.024,3079,0.6479
5246,1.618,15350,1.069,2746,0.895
4653,1.632,14520,1.142,3115,0.7546
4838,1.69,12700,1.194,3035,0.5643
5098,1.849,13110,1.086,3502,0.7707
4220,1.695,13130,1.23,4270,0.5599
5142,1.883,13030,1.096,2805,0.8349
5515,1.953,13040,1.223,2905,0.6734
5013,1.793,12160,1.457,3213,0.5528
5153,1.715,13870,1.143,3210,0.6414
4548,1.365,13130,1.259,2923,0.9064
4962,1.85,12700,1.288,4449,0.5397
4669,1.567,13150,1.05,5289,0.762
4114,1.701,13150,1.169,3362,0.6335
4699,1.993,14280,1.097,3324,0.5641
4847,1.935,13070,1.122,2876,0.8077
3428,1.718,14230,1.129,3663,0.6314
4137,1.558,14430,1.12,3054,0.6724
5427,1.861,14630,0.9842,3329,0.7723
5412,1.786,14080,1.147,4143,0.6407
5266,1.392,12910,1.225,3763,0.7006
4918,1.685,12610,1.233,3208,0.5949
4520,1.601,13650,1.01,1718,0.7819
5166,1.762,13010,1.189,5347,0.7405
5531,1.825,13690,0.981,4495,0.5547
4893,1.934,12920,1.144,3423,0.7357
5422,1.669,13510,1.198,3423,0.6675
4180,1.916,13480,0.9671,3460,0.9254
4780,1.796,11610,1.417,3783,0.7138
6020,1.694,12280,1.372,4597,0.6079
5269,1.722,12200,1.095,4598,0.8617
4567,1.448,12490,1.008,2822,0.7912
4799,1.727,13220,1.124,2790,0.6591
5042,1.503,13740,1.127,3898,0.5504
4125,1.579,13070,1.049,2723,0.6857
4300,1.738,14380,1.12,2614,0.592
5301,1.863,13860,1.1,6093,0.5253
4996,1.949,13170,1.053,6118,0.6661
5441,2,13270,0.9786,3996,0.5933
4616,1.615,12490,1.377,3487,0.5975
5468,1.951,13380,1.1,3774,0.692
4194,1.378,12540,1.125,3671,0.685
4335,1.473,13450,1.19,4394,0.628
5724,1.811,13220,1.179,2475,0.5798
4486,1.553,13440,1.064,4310,0.5061
4997,1.753,14330,1.245,6687,0.5316
5412,1.679,12890,1.141,5779,0.6325
4423,1.545,13480,1.163,4285,0.841
4993,1.778,13920,1.117,2382,0.7689
5128,1.498,12810,1.237,3456,0.6444
4420,1.66,12740,1.14,2435,0.6077
4687,1.606,13350,1.001,3704,0.6419
5443,1.381,13540,1.113,2692,0.5102
4929,1.665,14680,0.9262,3780,0.5904
4332,1.554,14560,1.044,4366,0.5004
4991,1.871,12640,1.253,2957,0.7434
5468,1.924,13490,1.227,2609,0.7359
4915,1.506,14990,1.058,3956,0.5065
5440,1.288,13320,1.162,4562,0.8179
5580,1.39,13690,1.013,3407,0.9154
5241,1.507,14660,1.044,3820,0.6287
