ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
24580,0.7497,4588,0.6483,4343,1.474,17620,1.777,731.8,1.632,38200,0.9202,899.1,1.783
46700,0.6293,9331,0.8462,9373,0.9173,9291,1.736,702.1,1.876,39670,0.9967,765.7,1.877
44700,0.5949,8960,0.7443,35300,0.5212,18190,1.092,723.2,1.498,20500,1.454,873,1.342
82120,0.5166,4751,1.458,4393,1.171,22460,0.7668,684.7,1.865,14730,1.5,809.6,1.25
26440,0.5038,3548,1.419,15370,0.9832,23690,0.8869,675.4,1.95,14660,1.619,1054,1.358
9692,1.165,3708,1.218,3806,1.958,1.323e+09,1.711,589.2,1.602,18480,1.42,688.9,1.419
9427,1.18,8593,0.8958,3964,1.975,472800000,1.504,545.9,1.977,100300,0.9733,712.7,1.262
11720,1.275,5016,1.189,3643,1.853,1.678e+09,1.99,646.7,1.591,8197,1.652,683.4,1.983
111400,0.5544,7262,0.7499,5201,1.743,4161000,1.546,690.2,1.699,10860,1.828,723.7,1.763
35450,0.7275,4690,0.8572,6816,0.9224,22830000,0.8087,665.2,1.591,31700000,0.5627,725.8,1.539
5363,1.79,7273,1.07,105100,0.5574,545900000,1.248,693.7,1.808,176700000,1.496,819.1,1.558
4468,1.875,5605,1.287,9550,1.047,6911,1.471,658.9,1.621,14320,1.193,861.5,1.281
3518,1.582,4823,1.693,43050,0.5802,2.249e+09,1.627,821.4,1.874,138200,0.5927,846,1.823
7352,1.631,7533,1.019,64530,0.5363,24740000,1.312,675.3,1.607,198800,0.6317,844.5,1.84
15800,0.8525,9126,0.5623,43870,0.5171,299200,0.5617,834.2,1.398,188100,0.6543,819.3,1.969
10440,1.777,5397,1.003,6557,0.9443,39940,0.744,679.5,1.895,487800,0.5315,718,1.691
7061,1.437,5690,0.8007,13540,0.5379,24600,1.137,695.7,1.709,86170,0.7666,1106,1.678
6364,1.508,4373,1.036,6328,1.109,8298,1.685,630.1,1.701,99880,0.6649,838.6,1.336
12050,1.332,6694,1.193,3883,1.085,8493,1.659,648.6,1.564,139500,0.6745,1045,1.274
7475,1.605,4027,1.106,8390,0.7875,7433,1.663,667.2,1.51,550500,0.5179,986.6,1.889
5369,1.659,3294,0.8868,4576,1.478,7761,1.788,771.4,1.825,22950,1.193,881.3,1.46
13600,1.303,3409,1.114,9682,1.045,7236000,0.6816,701.6,1.608,169000,0.617,802.7,1.624
16530,0.9207,2761,1.846,40750,0.5144,282100000,1.038,703.1,1.878,83560,0.6269,830.8,1.558
19250,0.7249,5768,1.909,5486,1.588,15140,1.256,809.3,1.507,94070,0.6736,821.1,1.872
16320,0.6292,3501,1.531,4953,1.341,25530,0.9495,640.8,1.782,98920,0.7435,879.3,1.872
8667,0.9036,3956,1.471,10160,0.6882,6776,1.822,810.6,1.821,235000,0.5949,789.6,1.916
15320,0.8584,7540,0.8226,15010,0.6939,10450,1.885,645,1.767,232600,0.5869,713.3,1.643
26250,0.9466,3626,0.7806,3835,1.113,19950,1.172,671.8,1.76,67060,0.7186,1057,1.455
6574,1.734,3676,1.632,6894,1.457,20390,0.9506,720.5,1.789,303200,0.6144,797,1.819
6205,1.455,3997,1.683,5004,0.8512,1351000,0.6258,630.4,1.811,131900,0.9089,969.6,1.578
9113,1.239,3226,1.577,3691,1.454,26970,1.15,736.9,1.7,51850,0.7852,748.9,1.869
5134,1.472,4467,1.158,5393,1.135,23340,0.9931,755.5,1.489,12250,1.667,707.1,1.844
7574,1.155,2546,1.738,4737,1.321,23800,0.8395,716.9,1.569,126600,1.009,924.1,1.856
8427,1.365,3678,1.893,4625,1.157,36320,0.9625,624.8,1.853,956200,0.5436,931.5,1.794
43610,0.8477,13230,0.6915,6755,1.241,19310,0.6052,718.6,1.564,201800,0.557,968.4,1.546
14420,1.151,5152,0.6416,6485,1.048,183500000,0.7426,666,1.643,29390,1.193,1015,1.413
10720,1.059,11430,1.126,7672,0.714,642600000,1.419,608.7,1.598,10230,1.669,942.8,1.423
14870,1.06,3091,0.9995,7955,1.208,21580,0.7931,658.1,1.811,17370,1.529,861.3,1.34
8108,0.9091,4706,0.9512,6476,1.156,15220,1.273,722.9,1.792,21210,1.179,891.8,1.828
9326,0.7421,4288,1.307,5231,1.39,10860,1.124,691.6,1.935,18250,0.9925,907.1,1.49
6918,0.9692,6919,1.194,24030,0.5477,57870,0.5575,712.1,1.815,23310,1.137,778.1,1.739
8571,1.063,3763,1.158,9026,0.5418,67140,0.6575,714.7,1.713,138300,0.6726,959.7,1.467
3671,1.887,3998,0.8032,4603,1.029,76530,0.6041,704.6,1.74,93340,0.7785,822.8,1.595
9161,1.12,5803,0.6618,20050,0.6204,3.624e+09,1.83,803.5,1.828,57390,0.7256,862.8,1.388
41230,0.6387,5811,1.965,5790,1.115,52730,1.122,666.9,1.589,170800,0.5294,864.5,1.311
24710,0.5896,2893,1.513,4244,1.482,25330,1.146,718.2,1.759,288000,0.6197,981.8,1.969
18680,0.9472,7835,0.991,6289,1.147,8522,1.257,634.4,1.696,148700,0.5657,805.4,1.803
41400,0.6738,4767,1.814,6241,0.9838,193100000,1.167,622.3,1.925,184300,0.5687,881.4,1.855
68370,0.5466,6354,1.286,10740,0.5332,44200,0.8463,621.7,1.78,82650,0.7173,686.6,1.634
99880,0.5671,4875,1.335,3031,1.46,58690,1.036,659.6,1.608,34440,1.085,970.2,1.606
54610,0.5067,5690,1.151,7191,0.8907,13650,1.446,687.3,1.507,34910,0.8872,726.1,1.69
11360,1.025,12400,0.6008,9169,0.7692,8541,1.58,659.9,1.927,70020,0.7819,1278,1.177
5294,1.851,3659,1.003,5035,0.9163,10320,1.648,719.6,1.703,32140,0.9034,877.5,1.124
